"full_name","e","q","i","om","w","ad","tp_cal","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT"
"     C/1877 G2 (Swift)",1.0086,1.010,77.16,347.73,116.77,,1877-04-27.3,,HYP,32,,9,,,,,
"     C/1877 R1 (Coggia)",1.0000,1.576,102.23,252.71,143.20,,1877-09-11.7,,PAR,86,,63,T,,,,
"     C/1878 N1 (Swift)",1.0000,1.392,78.18,103.96,177.59,,1878-07-21.1,,PAR,16,,4,T,,,,
"     C/1879 M1 (Swift)",1.0000,0.896,107.04,47.45,3.74,,1879-04-27.9,,PAR,62,,16,T,,,,
"     C/1879 Q1 (Palisa)",1.0000,0.990,77.12,88.88,115.48,,1879-10-05.1,,PAR,48,,12,T,,,,
"     C/1879 Q2 (Hartwig)",1.0000,0.991,107.76,34.12,84.26,,1879-08-29.7,,PAR,19,,9,T,,,,
"     C/1880 C1 (Great southern comet)",1.0000,0.005,144.76,8.45,86.69,,1880-01-28.1,,HYP,5,,7,T,,,,
"     C/1880 G1 (Schaeberle)",1.0008,1.814,123.06,258.92,145.17,,1880-07-02.2,,HYP,17,,3,,,,,
"     C/1880 S1 (Hartwig)",1.0000,0.355,141.91,47.01,323.13,,1880-09-07.4,,PAR,35,,140,F,,,,
"     C/1880 Y1 (Pechule)",1.0000,0.660,60.70,251.05,11.69,,1880-11-09.9,,PAR,19,,5,T,,,,
"     C/1881 J1 (Swift)",1.0000,0.591,77.93,128.11,173.81,,1881-05-20.9,,PAR,9,,40,T,,,,
"     C/1881 N1 (Schaeberle)",1.0000,0.634,140.23,98.72,122.15,,1881-08-22.8,,PAR,96,,500,F,,,,
"     C/1881 S1 (Barnard)",1.0000,0.449,112.82,275.82,6.29,,1881-09-14.8,,PAR,31,,4,T,,,,
"     C/1882 R2 (Barnard)",1.0000,0.956,96.15,250.77,254.29,,1882-11-13.4,,PAR,6,,3,T,,,,
"     C/1883 D1 (Brooks-Swift)",1.0001,0.760,78.07,279.77,110.89,,1883-02-19.4,,HYP,31,,9,T,,,,
"     C/1884 A1 (Ross)",1.0000,0.310,114.98,265.99,138.60,,1883-12-25.7,,PAR,16,,15,T,,,,
"     C/1885 N1 (Barnard)",1.0000,2.506,80.61,93.90,178.61,,1885-08-06.4,,PAR,35,,32,T,,,,
"     C/1885 X1 (Fabry)",1.0004,0.642,82.63,37.96,126.59,,1886-04-06.4,,HYP,142,,46,,,,,
"     C/1885 X2 (Barnard)",1.0002,0.479,84.44,69.91,119.62,,1886-05-03.7,,HYP,150,,76,,,,,
"     C/1885 Y1 (Brooks)",1.0000,1.079,42.44,263.81,35.57,,1885-11-25.9,,HYP,37,,6,T,,,,
"     C/1886 J1 (Brooks)",1.0001,0.842,100.21,289.36,38.59,,1886-05-04.9,,HYP,19,,19,T,,,,
"     C/1886 T1 (Barnard-Hartwig)",1.0004,0.663,101.62,138.97,86.35,,1886-12-16.9,,HYP,236,,62,F,,,,
"     C/1887 B1 (Great southern comet)",1.0000,0.005,144.38,4.58,83.51,,1887-01-11.9,,PAR,8,,15,T,,,,
"     C/1887 B3 (Barnard)",1.0000,1.481,85.59,259.80,31.91,,1886-11-28.9,,PAR,119,,86,F,,,,
"     C/1887 D1 (Barnard)",1.0000,1.006,139.78,137.04,36.55,,1887-03-28.9,,PAR,52,,75,F,,,,
"     C/1888 R1 (Barnard)",1.0012,1.815,166.38,358.98,340.46,,1889-01-31.6,,HYP,684,,173,F,,,,
"     C/1889 X1 (Borrelly)",1.0000,0.270,56.75,10.02,199.86,,1890-01-26.9,,PAR,34,,40,T,,,,
"     C/1890 F1 (Brooks)",1.0003,1.908,120.57,321.88,68.93,,1890-06-02.0,,HYP,685,,140,,,,,
"     C/1890 O1 (Coggia)",1.0000,0.764,63.35,15.83,85.66,,1890-07-09.0,,PAR,27,,68,F,,,,
"     C/1891 F1 (Barnard-Denning)",1.0000,0.398,120.51,195.45,178.75,,1891-04-28.0,,PAR,101,,110,F,,,,
"     C/1891 T1 (Barnard)",1.0000,0.971,77.99,219.53,269.57,,1891-11-14.0,,PAR,65,,41,T,,,,
"     C/1892 F1 (Denning)",1.0031,1.974,89.72,254.96,129.48,,1892-05-11.9,,HYP,58,,3,,,,,
"     C/1892 Q1 (Brooks)",1.0003,0.976,24.80,266.03,252.65,,1892-12-28.5,,HYP,293,,13,,,,,
"     C/1892 W1 (Brooks)",1.0000,1.195,143.85,187.14,85.21,,1893-01-06.9,,PAR,64,,17,T,,,,
"     C/1893 N1 (Rordame-Quenisset)",1.0823,0.670,159.77,339.66,48.01,,1893-07-07.8,,HYP,4,,5,,,,,
"     C/1895 W1 (Perrine)",1.0001,0.192,141.63,321.96,272.67,,1895-12-18.8,,HYP,95,,6,,,,,
"     C/1895 W2 (Brooks)",1.0000,0.843,76.25,84.55,298.78,,1895-10-21.5,,PAR,27,,78,T,,,,
"     C/1896 C1 (Perrine-Lamp)",1.0000,0.587,155.74,210.28,358.32,,1896-02-01.2,,HYP,23,,30,T,,,,
"     C/1896 R1 (Sperra)",1.0000,1.143,88.42,152.44,41.06,,1896-07-11.4,,PAR,29,,27,T,,,,
"     C/1896 V1 (Perrine)",1.0002,1.063,146.14,87.93,172.32,,1897-02-08.5,,HYP,125,,7,,,,,
"     C/1897 U1 (Perrine)",1.0000,1.356,69.61,33.49,65.95,,1897-12-09.1,,HYP,15,,11,T,,,,
"     C/1898 L1 (Coddington-Pauly)",1.0010,1.702,69.94,75.41,233.27,,1898-09-14.5,,HYP,541,,128,,,,,
"     C/1898 L2 (Perrine)",1.0000,0.626,70.03,260.52,205.64,,1898-08-16.7,,PAR,35,,15,T,,,,
"     C/1898 M1 (Giacobini)",1.0089,1.502,166.87,279.66,22.23,,1898-07-25.7,,HYP,28,,19,T,,,,
"     C/1898 R1 (Perrine-Chofardet)",1.0000,0.420,28.86,36.29,162.36,,1898-10-21.0,,HYP,18,,71,T,,,,
"     C/1898 U1 (Brooks)",1.0000,0.756,140.34,97.74,123.55,,1898-11-23.6,,PAR,31,,60,T,,,,
"     C/1899 E1 (Swift)",1.0003,0.327,146.27,26.41,8.71,,1899-04-13.4,,HYP,126,,151,,,,,
"     C/1899 S1 (Giacobini)",1.0000,1.786,76.95,273.63,10.75,,1899-09-15.3,,PAR,79,,36,T,,,,
"     C/1900 B1 (Giacobini)",1.0012,1.332,146.45,41.79,24.41,,1900-04-29.4,,HYP,165,,30,,,,,
"     C/1900 O1 (Borrelly-Brooks)",1.0003,1.015,62.53,329.41,12.42,,1900-08-03.7,,HYP,94,,120,,,,,
"     C/1901 G1 (Great comet)",1.0000,0.245,131.08,111.04,203.05,,1901-04-24.7,,PAR,42,,55,T,,,,
"     C/1902 G1 (Brooks)",1.0000,0.444,65.20,54.03,229.62,,1902-05-07.7,,PAR,3,,9,T,,,,
"     C/1902 X1 (Giacobini)",1.0000,2.773,43.89,118.81,5.84,,1903-03-23.9,,HYP,131,,12,,,,,
"     C/1903 A1 (Giacobini)",1.0081,0.411,30.95,3.61,133.58,,1903-03-16.4,,HYP,7,,9,,,,,
"     C/1903 H1 (Grigg)",1.0000,0.499,66.48,214.49,184.94,,1903-03-25.9,,PAR,31,,32,T,,,,
"     C/1903 M1 (Borrelly)",1.0008,0.330,85.04,294.92,127.22,,1903-08-28.1,,HYP,58,,20,,,,,
"     C/1904 H1 (Brooks)",1.0019,2.708,125.13,277.13,53.52,,1904-03-07.6,,HYP,140,,31,,,,,
"     C/1904 Y1 (Giacobini)",1.0007,1.882,99.60,219.79,40.74,,1904-11-03.8,,HYP,135,,48,F,,,,
"     C/1905 X1 (Giacobini)",1.0000,0.216,43.65,93.37,199.22,,1906-01-22.8,,PAR,81,,40,T,,,,
"     C/1906 E1 (Kopff)",1.0019,3.340,4.28,343.62,158.61,,1905-10-18.3,,HYP,100,,115,,,,,
"     C/1906 F1 (Ross)",1.0000,0.723,83.46,73.35,276.46,,1906-02-21.4,,PAR,14,,3,T,,,,
"     C/1907 E1 (Giacobini)",1.0045,2.052,141.66,98.47,317.05,,1907-03-19.4,,HYP,35,,23,,,,,
"     C/1907 T1 (Mellish)",1.0001,0.983,119.64,55.90,294.38,,1907-09-14.8,,HYP,49,,16,T,,,,
"     C/1908 R1 (Morehouse)",1.0009,0.945,140.17,104.46,171.58,,1908-12-26.2,,HYP,88,,132,,,,,
"     C/1911 S3 (Beljawsky)",1.0001,0.303,96.47,89.90,71.71,,1911-10-10.7,,HYP,140,,66,F,,,,
"     C/1912 R1 (Gale)",1.0004,0.716,79.81,298.25,25.62,,1912-10-05.4,,HYP,182,,23,,,,,
"     C/1912 V1 (Borrelly)",1.0000,1.107,124.64,145.02,99.68,,1912-10-21.4,,PAR,28,,3,T,,,,
"     C/1913 Y1 (Delavan)",1.0001,1.104,68.04,60.40,97.47,,1914-10-26.7,,HYP,577,,154,,,,,
"     C/1914 F1 (Kritzinger)",1.0006,1.199,23.92,200.12,72.22,,1914-06-04.6,,HYP,109,,68,,,,,
"     C/1914 J1 (Zlatinsky)",1.0001,0.543,112.98,33.85,116.42,,1914-05-08.8,,HYP,25,,25,T,,,,
"     C/1914 M1 (Neujmin)",1.0032,3.747,71.05,271.51,13.98,,1914-07-30.4,,HYP,92,,10,,,,,
"     C/1915 C1 (Mellish)",1.0003,1.005,54.79,73.45,247.78,,1915-07-17.6,,HYP,376,,77,,,,,
"     C/1915 R1 (Mellish)",1.0009,0.463,52.41,77.64,116.36,,1915-10-13.6,,HYP,4,,7,T,,,,
"     C/1917 H1 (Schaumasse)",1.0001,0.764,158.74,10.83,119.15,,1917-05-18.7,,HYP,56,,45,T,,,,
"     C/1918 L1 (Reid)",1.0000,1.102,69.71,18.84,194.91,,1918-06-06.3,,PAR,34,,3,T,,,,
"     C/1919 Y1 (Skjellerup)",1.0000,0.298,123.17,316.71,276.58,,1920-01-03.1,,PAR,,,,T,,,,
"     C/1921 E1 (Reid)",1.0006,1.008,132.19,269.44,64.49,,1921-05-10.4,,HYP,51,,20,,,,,
"     C/1922 U1 (Baade)",1.0008,2.259,51.46,221.58,118.30,,1922-10-26.5,,HYP,143,,61,,,,,
"     C/1923 T1 (Dubiago-Bernard)",1.0000,0.778,113.79,227.74,255.32,,1923-11-18.3,,PAR,54,,4,T,,,,
"     C/1925 F1 (Shajn-Comas Sola)",1.0024,4.181,146.71,358.54,205.76,,1925-09-06.9,,HYP,711,,59,F,,,,
"     C/1925 G1 (Orkisz)",1.0006,1.109,100.02,319.11,36.18,,1925-04-01.5,,HYP,391,,201,F,,,,
"     C/1925 V1 (Wilk-Peltier)",1.0005,0.764,144.60,141.78,126.13,,1925-12-07.2,,HYP,40,,164,T,,,,
"     C/1925 W1 (Van Biesbroeck)",1.0004,1.566,49.33,335.61,106.40,,1925-10-02.9,,HYP,195,,129,F,,,,
"     C/1925 X1 (Ensor)",1.0000,0.323,123.00,283.46,354.89,,1926-02-11.9,,PAR,38,,28,T,,,,
"     C/1927 A1 (Blathwayt)",1.0000,1.036,92.36,19.82,231.86,,1927-02-14.5,,PAR,74,,33,T,,,,
"     C/1927 B1 (Reid)",1.0012,0.750,83.67,109.60,224.16,,1926-12-30.3,,HYP,8,,7,T,,,,
"     C/1927 E1 (Stearns)",1.0013,3.685,87.69,215.66,11.07,,1927-03-22.4,,HYP,93,,17,,,,,
"     C/1930 E1 (Beyer)",1.0005,2.079,71.97,117.37,24.63,,1930-04-18.1,,HYP,673,,249,F,,,,
"     C/1930 L1 (Forbes)",1.0000,1.153,97.09,279.26,320.97,,1930-05-10.4,,PAR,49,,54,F,,,,
"     C/1932 H1 (Carrasco)",1.0000,2.328,58.03,18.82,110.28,,1931-11-30.7,,PAR,2,,4,T,,,,
"     C/1932 M1 (Newman)",1.0005,1.647,78.39,246.09,69.79,,1932-09-24.5,,HYP,163,,65,,,,,
"     C/1935 M1 (Jackson)",1.0000,3.486,141.95,74.21,124.31,,1934-09-06.9,,PAR,46,,3,T,,,,
"     C/1935 Q1 (Van Biesbroeck)",1.0020,4.043,66.11,300.56,44.90,,1936-05-11.6,,HYP,861,,107,F,,,,
"     C/1937 C1 (Whipple)",1.0002,1.734,41.55,128.61,107.74,,1937-06-20.0,,HYP,177,,53,,,,,
"     C/1937 N1 (Finsler)",1.0004,0.863,146.41,59.42,114.83,,1937-08-15.6,,HYP,55,,25,,,,,
"     C/1940 R2 (Cunningham)",1.0005,0.368,49.89,296.59,199.57,,1941-01-16.2,,HYP,271,,189,F,,,,
"     C/1940 S1 (Okabayasi-Honda)",1.0015,1.062,133.11,128.07,329.68,,1940-08-15.7,,HYP,90,,19,F,,,,
"     C/1941 K1 (van Gent)",1.0002,0.875,94.52,257.56,85.32,,1941-09-03.1,,HYP,259,,318,F,,,,
"     C/1942 C1 (Whipple-Bernasconi-Kulin)",1.0010,1.445,79.45,340.93,223.41,,1942-04-30.8,,HYP,70,,8,,,,,
"     C/1942 C2 (Oterma)",1.0012,4.113,172.51,281.04,163.64,,1942-09-27.3,,HYP,390,,35,,,,,
"     C/1943 R1 (Daimaca)",1.0000,0.758,161.32,83.39,36.41,,1943-08-21.5,,PAR,2,,3,T,,,,
"     C/1944 K2 (van Gent)",1.0021,2.226,95.01,203.50,336.97,,1944-07-17.6,,HYP,436,,25,F,,,,
"     C/1945 L1 (du Toit)",1.0000,0.998,156.51,255.05,280.12,,1945-05-17.1,,PAR,25,,3,T,,,,
"     C/1945 W1 (Friend-Peltier)",1.0000,0.194,49.48,326.20,216.71,,1945-12-17.2,,PAR,13,,7,T,,,,
"     C/1945 X1 (du Toit)",1.0000,0.008,141.87,351.20,72.06,,1945-12-27.9,,PAR,4,,4,T,,,,
"     C/1946 C1 (Timmers)",1.0012,1.724,72.84,129.66,54.33,,1946-04-13.2,,HYP,553,,183,F,,,,
"     C/1946 P1 (Jones)",1.0010,1.136,56.96,238.34,320.41,,1946-10-26.7,,HYP,697,,11,,,,,
"     C/1946 U1 (Bester)",1.0006,2.408,108.18,35.56,348.62,,1947-02-07.3,,HYP,633,,34,,,,,
"     C/1947 F2 (Becvar)",1.0000,0.962,129.17,323.06,182.12,,1947-05-03.9,,PAR,42,,23,T,,,,
"     C/1947 K1 (Bester)",1.0000,1.403,111.43,233.06,357.31,,1947-05-31.0,,HYP,9,,8,T,,,,
"     C/1947 O1 (Wirtanen)",1.0168,2.808,97.32,311.76,8.85,,1947-07-16.8,,HYP,370,,3,,,,,
"     C/1947 S1 (Bester)",1.0003,0.748,140.57,271.44,350.21,,1948-02-16.4,,HYP,491,,42,,,,,
"     C/1947 V1 (Honda)",1.0014,0.753,106.29,312.63,221.22,,1947-11-17.9,,HYP,21,,7,T,,,,
"     C/1947 Y1 (Mrkos)",1.0004,1.500,77.51,199.31,61.91,,1948-02-16.6,,HYP,31,,4,,,,,
"     C/1948 E1 (Pajdusakova-Mrkos)",1.0009,2.107,92.92,247.66,66.91,,1948-05-16.6,,HYP,608,,12,,,,,
"     C/1948 L1 (Honda-Bernasconi)",1.0010,0.207,23.19,203.66,317.15,,1948-05-15.9,,HYP,33,,17,,,,,
"     C/1948 R1 (Johnson)",1.0000,4.708,53.23,140.41,191.84,,1948-04-08.9,,PAR,90,,36,T,,,,
"     C/1948 T1 (Wirtanen)",1.0007,3.268,155.08,122.13,73.55,,1947-09-03.8,,HYP,679,,19,,,,,
"     C/1949 K1 (Johnson)",1.0007,2.553,131.35,222.33,40.09,,1950-01-19.2,,HYP,627,,18,,,,,
"     C/1950 K1 (Minkowski)",1.0012,2.572,144.16,38.89,192.47,,1951-01-15.0,,HYP,698,,32,,,,,
"     C/1951 C1 (Pajdusakova)",1.0000,0.719,87.90,311.22,68.60,,1951-01-30.4,,PAR,91,,17,T,,,,
"     C/1952 W1 (Mrkos)",1.0002,0.778,97.18,343.58,253.82,,1953-01-24.8,,HYP,217,,6,,,,,
"     C/1953 T1 (Abell)",1.0008,0.970,53.23,3.03,194.38,,1954-07-07.3,,HYP,334,,39,,,,,
"     C/1954 M2 (Kresak-Peltier)",1.0002,0.746,88.54,75.57,254.73,,1954-08-29.6,,HYP,101,,10,,,,,
"     C/1954 O1 (Vozarova)",1.0737,0.781,115.18,123.99,5.11,,1954-06-01.9,,HYP,79,,4,,,,,
"     C/1954 O2 (Baade)",1.0006,3.870,100.39,265.34,144.67,,1955-08-13.3,,HYP,1202,,35,,,,,
"     C/1954 Y1 (Haro-Chavira)",1.0046,4.077,79.60,72.88,57.31,,1956-01-26.7,,HYP,1218,,57,,,,,
"     C/1955 G1 (Abell)",1.0018,4.496,123.93,321.34,73.76,,1954-03-24.0,,HYP,383,,17,,,,,
"     C/1955 O1 (Honda)",1.0011,0.885,107.52,339.42,348.20,,1955-08-04.0,,HYP,96,,43,,,,,
"     C/1956 E1 (Mrkos)",1.0000,0.842,147.45,226.72,81.00,,1956-04-13.6,,PAR,36,,4,T,,,,
"     C/1956 F1-A (Wirtanen)",1.0027,4.447,33.20,233.66,13.26,,1957-09-02.4,,HYP,1264,,37,F,,,,
"     C/1956 R1 (Arend-Roland)",1.0002,0.316,119.94,215.86,308.77,,1957-04-08.0,,HYP,497,,57,,,,,
"     C/1957 U1 (Latyshev-Wild-Burnham)",1.0000,0.539,156.72,210.88,277.61,,1957-12-05.1,,PAR,23,,9,T,,,,
"     C/1959 O1 (Bester-Hoffmeister)",1.0027,1.251,12.83,105.73,186.51,,1959-07-17.5,,HYP,101,,29,F,,,,
"     C/1959 Q1 (Alcock)",1.0013,1.150,48.26,159.92,124.71,,1959-08-17.6,,HYP,68,,22,,,,,
"     C/1959 Q2 (Alcock)",1.0004,0.166,108.04,225.84,300.54,,1959-09-15.8,,HYP,5,,14,T,,,,
"     C/1959 Y1 (Burnham)",1.0003,0.504,159.60,252.64,306.63,,1960-03-20.9,,HYP,148,,35,,,,,
"     C/1960 M1 (Humason)",1.0003,4.268,125.47,307.27,46.49,,1959-12-11.3,,HYP,349,,24,,,,,
"     C/1962 C1 (Seki-Lines)",1.0000,0.031,65.01,304.68,11.47,,1962-04-01.6,,HYP,349,,32,,,,,
"     C/1962 H1 (Honda)",1.0000,0.653,72.87,79.82,72.14,,1962-04-20.1,,PAR,29,,11,T,,,,
"     C/1965 S2 (Alcock)",1.0003,1.294,65.01,175.62,150.52,,1965-10-26.1,,HYP,30,,29,T,,,,
"     C/1966 R1 (Ikeya-Everhart)",1.0000,0.882,48.28,107.66,50.04,,1966-08-05.3,,HYP,30,,23,T,,,,
"     C/1966 T1 (Rudnicki)",1.0004,0.419,9.08,75.71,79.79,,1967-01-20.8,,HYP,114,,49,,,,,
"     C/1967 C2 (Wild)",1.0000,1.327,99.11,306.85,173.26,,1967-03-02.5,,PAR,56,,37,T,,,,
"     C/1967 M1 (Mitchell-Jones-Gerber)",1.0000,0.178,56.71,32.29,78.94,,1967-06-16.7,,PAR,65,,39,T,,,,
"     C/1968 L1 (Whitaker-Thomas)",1.0000,1.234,61.77,254.72,353.98,,1968-06-04.5,,PAR,39,,23,T,,,,
"     C/1968 N1 (Honda)",1.0007,1.160,143.24,106.75,88.72,,1968-08-07.9,,HYP,120,,137,,,,,
"     C/1968 Q1 (Bally-Clayton)",1.0000,1.771,93.17,319.40,26.86,,1968-08-20.8,,PAR,89,,52,T,,,,
"     C/1968 Q2 (Honda)",1.0000,1.099,127.91,253.29,282.80,,1968-11-03.8,,PAR,64,,35,T,,,,
"     C/1969 P1 (Fujikawa)",1.0000,0.774,8.93,192.40,299.02,,1969-10-12.4,,PAR,74,,69,T,,,,
"     C/1970 B1 (Daido-Fujikawa)",1.0000,0.066,100.18,30.60,266.65,,1970-02-15.8,,HYP,12,,32,T,,,,
"     C/1970 N1 (Abe)",1.0000,1.113,126.72,21.70,96.58,,1970-10-20.6,,HYP,324,,271,,,,,
"     C/1970 U1 (Suzuki-Sato-Seki)",1.0000,0.405,60.79,293.68,318.52,,1970-10-01.7,,PAR,37,,47,T,,,,
"     C/1971 E1 (Toba)",1.0010,1.233,109.68,104.08,152.36,,1971-04-17.2,,HYP,184,,137,,,,,
"     C/1972 L1 (Sandage)",1.0063,4.276,79.37,225.49,56.65,,1972-11-14.7,,HYP,862,,146,,,,,
"     C/1972 U1 (Kojima)",1.0010,2.147,141.86,43.19,334.31,,1973-02-12.2,,HYP,659,,267,,,,,
"     C/1973 A1 (Heck-Sause)",1.0006,2.511,138.63,175.88,346.24,,1972-10-05.4,,HYP,405,,190,,,,,
"     C/1973 E1 (Kohoutek)",1.0000,0.142,14.30,258.49,37.80,,1973-12-28.4,,HYP,453,,812,,,,,
"     C/1973 N1 (Sandage)",1.0002,4.812,137.40,279.24,72.55,,1973-11-08.1,,HYP,609,,27,,,,,
"     C/1973 W1 (Gibson)",1.0005,3.842,108.06,244.60,221.27,,1973-08-09.9,,HYP,315,,21,,,,,
"     C/1974 V1 (van den Bergh)",1.0037,6.019,60.86,226.10,151.79,,1974-08-08.1,,HYP,717,,40,,,,,
"     C/1975 E1 (Bradfield)",1.0014,1.217,55.24,157.91,264.13,,1975-04-04.5,,HYP,358,,52,,,,,
"     C/1975 N1 (Kobayashi-Berger-Milon)",1.0001,0.426,80.78,296.35,116.97,,1975-09-05.3,,HYP,178,,390,,,,,
"     C/1975 V1-A (West)",1.0000,0.197,43.07,118.92,358.43,,1976-02-25.2,,HYP,199,,113,,,,,
"     C/1975 V2 (Bradfield)",1.0000,0.219,70.63,271.31,358.09,,1975-12-21.1,,HYP,88,,81,,,,,
"     C/1975 X1 (Sato)",1.0015,0.864,93.96,281.50,215.46,,1976-01-03.9,,HYP,57,,72,,,,,
"     C/1976 D2 (Schuster)",1.0011,6.880,112.03,22.79,193.37,,1975-01-14.7,,HYP,772,,54,,,,,
"     C/1976 U1 (Lovas)",1.0037,5.858,86.63,286.04,118.81,,1976-07-06.6,,HYP,445,,29,,,,,
"     C/1977 D1 (Lovas)",1.0031,5.715,64.52,338.17,146.29,,1976-11-01.1,,HYP,352,,16,,,,,
"     C/1978 A1 (West)",1.0027,5.606,116.92,211.62,343.27,,1977-07-21.4,,HYP,1183,,60,,,,,
"     C/1978 C1 (Bradfield)",1.0000,0.437,51.09,260.50,48.71,,1978-03-17.6,,PAR,34,,73,T,,,,
"     C/1978 G2 (McNaught-Tritton)",1.0046,6.284,153.18,72.21,229.46,,1978-08-23.9,,HYP,651,,5,,,,,
"     C/1978 H1 (Meier)",1.0008,1.137,43.76,349.34,231.40,,1978-11-11.4,,HYP,590,,276,,,,,
"     C/1978 R3 (Machholz)",1.0003,1.772,130.64,290.68,224.75,,1978-08-13.6,,HYP,322,,46,,,,,
"     C/1979 M1 (Bradfield)",1.0000,0.413,136.23,164.22,47.65,,1979-07-23.2,,HYP,91,,25,,,,,
"     C/1979 M3 (Torres)",1.0010,4.687,92.18,293.14,10.10,,1979-07-15.4,,HYP,426,,33,,,,,
"     C/1979 Q1 (SOLWIND)",1.0000,0.005,141.46,345.00,67.67,,1979-08-30.9,,PAR,0,,,T,,,,
"     C/1980 E1 (Bowell)",1.0577,3.364,1.66,114.56,135.08,,1982-03-12.2,,HYP,2514,,187,,,,,
"     C/1980 L1 (Torres)",1.0002,2.584,73.15,279.52,334.97,,1980-04-19.8,,HYP,118,,58,,,,,
"     C/1980 O1 (Cernis-Petrauskas)",1.0000,0.523,49.07,160.63,337.78,,1980-06-22.4,,PAR,41,,20,T,,,,
"     C/1980 R1 (Russell)",1.0018,2.112,128.71,232.79,297.19,,1981-03-06.1,,HYP,211,,17,,,,,
"     C/1981 B1 (SOLWIND)",1.0000,0.008,140.68,342.11,65.43,,1981-01-27.1,,PAR,1,,,T,,,,
"     C/1981 G1 (Elias)",1.0014,4.743,115.30,176.71,310.27,,1981-08-18.3,,HYP,715,,20,,,,,
"     C/1981 O1 (SOLWIND)",1.0000,0.006,141.71,345.96,68.43,,1981-07-20.3,,PAR,1,,,T,,,,
"     C/1981 V1 (SOLWIND)",1.0000,0.004,143.85,357.57,77.68,,1981-11-04.5,,PAR,1,,,T,,,,
"     C/1981 W1 (SOLWIND)",1.0000,0.005,135.48,24.63,97.36,,1981-11-20.6,,PAR,0,,14,T,,,,
"     C/1983 N2 (SOLWIND)",1.0000,0.005,142.23,359.55,81.43,,1983-07-07.8,,PAR,0,,15,T,,,,
"     C/1983 O1 (Cernis)",1.0015,3.318,134.70,209.58,186.21,,1983-07-21.1,,HYP,2854,,229,,,,,
"     C/1983 O2 (IRAS)",1.0001,2.255,120.74,201.26,333.98,,1983-11-28.0,,HYP,306,,35,,,,,
"     C/1983 R1 (Shoemaker)",1.0002,3.345,137.60,164.68,176.04,,1983-11-23.7,,HYP,624,,117,,,,,
"     C/1983 S2 (SOLWIND)",1.0000,0.008,143.99,358.68,78.58,,1983-09-25.1,,PAR,1,,,T,,,,
"     C/1984 K1 (Shoemaker)",1.0007,2.697,116.67,49.69,235.47,,1985-09-04.5,,HYP,2779,,176,,,,,
"     C/1984 O2 (SOLWIND)",1.0000,0.015,136.39,330.44,56.67,,1984-07-28.5,,PAR,0,,,T,,,,
"     C/1984 Q1 (SOLWIND)",1.0000,0.005,144.14,355.72,81.04,,1984-08-23.2,,PAR,1,,8,T,,,,
"     C/1984 R1 (SOLWIND)",1.0000,0.105,36.92,152.84,78.74,,1984-09-17.4,,PAR,1,,16,T,,,,
"     C/1985 K1 (Machholz)",1.0000,0.106,16.28,195.43,274.50,,1985-06-28.7,,PAR,102,,30,T,,,,
"     C/1986 P1 (Wilson)",1.0003,1.200,147.12,111.67,238.31,,1987-04-20.7,,HYP,980,,671,,1.8e-08,2.4e-11,,
"     C/1986 P1-A (Wilson)",1.0003,1.200,147.12,111.67,238.31,,1987-04-20.7,,HYP,980,,642,F,,,,
"     C/1986 P1-B (Wilson)",1.0008,1.199,147.12,111.67,238.31,,1987-04-20.8,,HYP,421,,25,F,,,,
"     C/1987 A1 (Levy)",1.0004,0.921,96.58,17.12,95.25,,1986-12-17.5,,HYP,136,,62,,,,,
"     C/1987 F1 (Torres)",1.0012,3.624,124.08,194.49,329.07,,1987-04-10.1,,HYP,1005,,50,,,,,
"     C/1987 H1 (Shoemaker)",1.0032,5.457,132.49,268.34,16.99,,1986-11-17.0,,HYP,1715,,126,,,,,
"     C/1987 Q1 (Rudenko)",1.0004,0.603,114.88,298.57,143.83,,1987-10-09.5,,HYP,156,,90,,,,,
"     C/1987 T2 (SMM)",1.0000,0.005,144.26,1.16,80.59,,1987-10-06.0,,PAR,0,,,T,,,,
"     C/1987 U4 (SMM)",1.0000,0.006,144.47,3.66,82.63,,1987-10-18.0,,PAR,0,,,T,,,,
"     C/1987 W2 (Furuyama)",1.0002,1.680,117.78,250.75,233.63,,1988-03-03.0,,HYP,264,,152,,,,,
"     C/1987 W3 (Jensen-Shoemaker)",1.0036,3.333,76.70,198.34,194.71,,1988-01-18.6,,HYP,948,,33,,,,,
"     C/1988 B1 (Shoemaker)",1.0031,5.031,80.57,325.17,124.22,,1987-03-20.1,,HYP,1444,,63,,,,,
"     C/1988 C1 (Maury-Phinney)",1.0000,1.931,93.16,147.52,346.84,,1987-12-26.7,,HYP,53,,17,T,,,,
"     C/1988 L1 (Shoemaker-Holt-Rodriquez)",1.0007,2.474,97.69,115.26,232.15,,1989-06-12.4,,HYP,652,,155,,,,,
"     C/1988 M1 (SMM)",1.0000,0.005,144.71,7.66,85.88,,1988-06-27.7,,PAR,0,,,T,,,,
"     C/1988 Q1 (SMM)",1.0000,0.006,144.44,3.20,82.25,,1988-08-21.8,,PAR,0,,,T,,,,
"     C/1988 T1 (SMM)",1.0000,0.005,144.79,10.35,88.08,,1988-10-12.0,,PAR,0,,,T,,,,
"     C/1988 U1 (SMM)",1.0000,0.006,144.72,7.98,86.14,,1988-10-24.8,,PAR,0,,,T,,,,
